address,type_house,type_forrent,area,floor,furniture,condition,price
"131 Hàm Nghi, Q6",phòng trọ,cho thuê,15.0,0,không có,cũ,1900000.0
"3 Hùng Vương, Q3",phòng trọ,cho thuê,12.0,0,không có,tốt,1200000.0
"1 Nguyễn Trãi, Q10",phòng trọ,cho thuê,16.0,0,đầy đủ,mới,1600000.0
"9 Công xã Paris, Q4",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,2500000.0
"1 Bùi Viện, Q9",phòng trọ,cho thuê,15.0,0,không có,cũ,1800000.0
"20 Lũy Bán Bích, Q7",chung cư,bán,120.0,2,đầy đủ,tốt,8185300000.0
"34 Trường Chinh, Q2",nhà nguyên căn,cho thuê,36.0,2,không có,cũ,5700000.0
"50 Quách Thị Trang, Q6",văn phòng,cho thuê,470.0,15,đầy đủ,cũ,798000000.0
"188 Lý Tự Trọng, Q3",phòng trọ,cho thuê,13.0,0,cơ bản,mới,1900000.0
"16 Lũy Bán Bích, Q5",phòng trọ,cho thuê,9.0,0,cơ bản,tốt,1700000.0
"125 Nam Kỳ Khởi Nghĩa, Q6",phòng trọ,cho thuê,19.0,0,không có,tốt,1900000.0
"20 Trần Hưng Đạo, Q7",phòng trọ,cho thuê,17.0,0,cơ bản,mới,1600000.0
"38 Đồng Khởi, Q9",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,1200000.0
"20 Xô Viết Nghệ Tĩnh, Q3",văn phòng,cho thuê,120.0,7,không có,mới,108300000.0
"66 Lý Tự Trọng, Q3",phòng trọ,cho thuê,17.0,0,không có,tốt,2300000.0
"84 Cách Mạng Tháng Tám, Q2",chung cư,cho thuê,124.0,20,đầy đủ,cũ,9400000.0
"176 Phạm Ngũ Lão, Q9",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,1400000.0
"173 Lý Tự Trọng, Q8",phòng trọ,cho thuê,12.0,0,đầy đủ,cũ,2000000.0
"59 Võ Nguyên Giáp, Q4",phòng trọ,cho thuê,14.0,0,không có,mới,1200000.0
"189 Nguyễn Hữu Cảnh, Q3",phòng trọ,cho thuê,19.0,0,không có,cũ,2500000.0
"1 Công xã Paris, Q9",phòng trọ,cho thuê,9.0,0,cơ bản,cũ,1000000.0
"44 Hải Thượng Lãn Ông, Q6",phòng trọ,cho thuê,19.0,0,không có,tốt,2300000.0
"33 Võ Chí Công, Q5",phòng trọ,cho thuê,13.0,0,không có,tốt,1300000.0
"62 Dân Chủ, Q2",phòng trọ,cho thuê,12.0,0,cơ bản,cũ,700000.0
"28 Lê Văn Duyệt, Q9",nhà nguyên căn,bán,35.0,5,không có,mới,6354800000.0
"70 Quốc tế, Q9",phòng trọ,cho thuê,13.0,0,không có,mới,1700000.0
"153 Trường Chinh, Q4",phòng trọ,cho thuê,11.0,0,không có,mới,900000.0
"170 Xô Viết Nghệ Tĩnh, Q1",chung cư,bán,70.0,11,không có,cũ,4347100000.0
"116 Mê Linh, Q2",phòng trọ,cho thuê,14.0,0,cơ bản,mới,1100000.0
"126 Hai Bà Trưng, Q6",phòng trọ,cho thuê,14.0,0,cơ bản,cũ,1500000.0
"51 Tôn Đức Thắng, Q7",phòng trọ,cho thuê,9.0,0,đầy đủ,cũ,500000.0
"186 Nguyễn Huệ, Q5",chung cư,bán,75.0,9,đầy đủ,mới,7024300000.0
"115 Rừng Sác, Q2",nhà nguyên căn,cho thuê,30.0,3,đầy đủ,mới,16700000.0
"176 Phạm Ngũ Lão, Q4",phòng trọ,cho thuê,17.0,0,không có,tốt,1800000.0
"153 Dân Chủ, Q5",phòng trọ,cho thuê,18.0,0,đầy đủ,mới,1600000.0
"45 Lê Văn Duyệt, Q10",nhà nguyên căn,cho thuê,37.0,2,đầy đủ,mới,7500000.0
"124 Rừng Sác, Q7",phòng trọ,cho thuê,12.0,0,đầy đủ,mới,1100000.0
"57 Võ Nguyên Giáp, Q7",chung cư,cho thuê,90.0,2,không có,cũ,11300000.0
"7 Tôn Đức Thắng, Q10",phòng trọ,cho thuê,20.0,0,không có,tốt,2900000.0
"192 Lạc Long Quân, Q8",phòng trọ,cho thuê,15.0,0,không có,mới,1000000.0
"191 Hàm Nghi, Q1",phòng trọ,cho thuê,13.0,0,cơ bản,mới,2200000.0
"53 Quách Thị Trang, Q3",phòng trọ,cho thuê,10.0,0,không có,mới,1800000.0
"13 Bùi Viện, Q2",phòng trọ,cho thuê,19.0,0,cơ bản,cũ,1300000.0
"48 Lê Lợi, Q2",phòng trọ,cho thuê,10.0,0,cơ bản,tốt,700000.0
"4 Mai Chí Thọ, Q3",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,3700000.0
"99 CMT8, Q4",phòng trọ,cho thuê,19.0,0,không có,tốt,1600000.0
"107 Nguyễn Thị Minh Khai, Q9",phòng trọ,cho thuê,18.0,0,cơ bản,mới,2700000.0
"182 Quốc tế, Q3",phòng trọ,cho thuê,14.0,0,cơ bản,cũ,1200000.0
"88 Hải Thượng Lãn Ông, Q2",văn phòng,cho thuê,420.0,18,cơ bản,cũ,258600000.0
"7 Võ Nguyên Giáp, Q4",phòng trọ,cho thuê,13.0,0,cơ bản,tốt,1700000.0
"146 Lạc Long Quân, Q10",phòng trọ,cho thuê,17.0,0,không có,cũ,2700000.0
"194 Lê Duẩn, Q6",phòng trọ,cho thuê,17.0,0,không có,mới,2100000.0
"174 Công xã Paris, Q9",chung cư,bán,65.0,12,không có,mới,1768700000.0
"186 Lê Lợi, Q10",phòng trọ,cho thuê,20.0,0,cơ bản,tốt,2900000.0
"44 Âu Cơ, Q3",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,3200000.0
"93 Châu Văn Liêm, Q9",nhà nguyên căn,bán,37.0,2,cơ bản,cũ,4570400000.0
"86 Trường Chinh, Q9",phòng trọ,cho thuê,9.0,0,đầy đủ,tốt,600000.0
"69 Mai Chí Thọ, Q1",phòng trọ,cho thuê,14.0,0,cơ bản,mới,2700000.0
"84 Nguyễn Trãi, Q2",nhà nguyên căn,bán,31.0,2,đầy đủ,mới,2171800000.0
"143 Quách Thị Trang, Q8",nhà nguyên căn,cho thuê,34.0,3,cơ bản,mới,14800000.0
"147 Lê Duẩn, Q9",phòng trọ,cho thuê,11.0,0,đầy đủ,mới,2000000.0
"116 Trường Chinh, Q6",phòng trọ,cho thuê,10.0,0,không có,tốt,1000000.0
"149 Hàm Nghi, Q6",chung cư,bán,75.0,9,đầy đủ,tốt,2223500000.0
"166 CMT8, Q4",chung cư,cho thuê,90.0,2,không có,mới,12000000.0
"157 Nguyễn Văn Linh, Q8",phòng trọ,cho thuê,10.0,0,không có,cũ,900000.0
"117 Âu Cơ, Q7",phòng trọ,cho thuê,15.0,0,cơ bản,mới,1300000.0
"61 Lý Tự Trọng, Q2",phòng trọ,cho thuê,9.0,0,không có,tốt,800000.0
"110 Âu Cơ, Q1",phòng trọ,cho thuê,11.0,0,cơ bản,mới,2300000.0
"78 Nguyễn Huệ, Q6",phòng trọ,cho thuê,17.0,0,cơ bản,mới,1900000.0
"152 Lam Sơn, Q9",phòng trọ,cho thuê,15.0,0,không có,tốt,1000000.0
"83 Cách Mạng Tháng Tám, Q5",phòng trọ,cho thuê,17.0,0,cơ bản,mới,3000000.0
"147 Hải Thượng Lãn Ông, Q8",phòng trọ,cho thuê,9.0,0,không có,cũ,600000.0
"117 Lê Văn Duyệt, Q10",phòng trọ,cho thuê,20.0,0,đầy đủ,tốt,3200000.0
"52 Mai Chí Thọ, Q1",nhà nguyên căn,cho thuê,43.0,4,cơ bản,cũ,24700000.0
"103 Dân Chủ, Q9",chung cư,bán,75.0,2,đầy đủ,mới,6137100000.0
"69 Hải Thượng Lãn Ông, Q2",phòng trọ,cho thuê,14.0,0,không có,cũ,700000.0
"173 Lạc Long Quân, Q4",phòng trọ,cho thuê,15.0,0,đầy đủ,tốt,900000.0
"142 Lạc Long Quân, Q1",phòng trọ,cho thuê,16.0,0,cơ bản,cũ,1400000.0
"138 Nguyễn Thị Minh Khai, Q2",văn phòng,cho thuê,365.0,11,cơ bản,tốt,545900000.0
"183 Châu Văn Liêm, Q8",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,2800000.0
"91 Quách Thị Trang, Q5",chung cư,bán,90.0,7,không có,cũ,6384200000.0
"49 Lũy Bán Bích, Q1",phòng trọ,cho thuê,12.0,0,cơ bản,mới,2500000.0
"90 Phạm Ngũ Lão, Q9",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,1900000.0
"131 Lý Tự Trọng, Q8",chung cư,cho thuê,124.0,7,cơ bản,mới,12400000.0
"24 Lê Văn Duyệt, Q1",phòng trọ,cho thuê,20.0,0,không có,cũ,2500000.0
"130 Bùi Viện, Q6",phòng trọ,cho thuê,11.0,0,cơ bản,cũ,1500000.0
"20 Bùi Viện, Q3",phòng trọ,cho thuê,17.0,0,đầy đủ,tốt,2200000.0
"177 Dân Chủ, Q1",phòng trọ,cho thuê,16.0,0,đầy đủ,cũ,1700000.0
"193 Hùng Vương, Q6",phòng trọ,cho thuê,12.0,0,không có,tốt,900000.0
"15 Nguyễn Huệ, Q2",phòng trọ,cho thuê,17.0,0,không có,cũ,2300000.0
"63 Võ Nguyên Giáp, Q8",phòng trọ,cho thuê,20.0,0,cơ bản,tốt,2500000.0
"39 Mê Linh, Q7",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,2300000.0
"139 Quách Thị Trang, Q5",nhà nguyên căn,cho thuê,32.0,1,cơ bản,tốt,5300000.0
"75 Mai Chí Thọ, Q3",phòng trọ,cho thuê,15.0,0,đầy đủ,mới,2600000.0
"40 Nguyễn Hữu Cảnh, Q1",nhà nguyên căn,cho thuê,45.0,4,không có,mới,28900000.0
"16 Pasteur, Q3",phòng trọ,cho thuê,10.0,0,đầy đủ,tốt,1500000.0
"142 Quốc tế, Q10",phòng trọ,cho thuê,14.0,0,cơ bản,mới,1200000.0
"122 Hàm Nghi, Q2",phòng trọ,cho thuê,12.0,0,không có,mới,900000.0
"173 Hải Thượng Lãn Ông, Q9",nhà nguyên căn,bán,36.0,1,không có,tốt,2105500000.0
"115 Nguyễn Huệ, Q8",chung cư,bán,84.0,16,cơ bản,tốt,5232700000.0
"10 CMT8, Q3",chung cư,bán,90.0,6,không có,cũ,7141000000.0
"116 Tôn Đức Thắng, Q8",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,2700000.0
"17 Lê Lợi, Q8",nhà nguyên căn,cho thuê,29.0,4,cơ bản,tốt,14200000.0
"160 Dân Chủ, Q1",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,1300000.0
"158 Lê Văn Duyệt, Q5",nhà nguyên căn,bán,40.0,1,không có,cũ,1585300000.0
"45 Cách Mạng Tháng Tám, Q8",phòng trọ,cho thuê,13.0,0,không có,tốt,1500000.0
"110 Bùi Viện, Q8",phòng trọ,cho thuê,12.0,0,đầy đủ,cũ,1300000.0
"143 Rừng Sác, Q7",phòng trọ,cho thuê,10.0,0,không có,mới,900000.0
"186 Mê Linh, Q10",văn phòng,cho thuê,500.0,4,không có,mới,923900000.0
"188 Trường Chinh, Q6",phòng trọ,cho thuê,10.0,0,đầy đủ,tốt,1100000.0
"155 Nguyễn Trãi, Q2",phòng trọ,cho thuê,16.0,0,cơ bản,cũ,1600000.0
"22 Trần Hưng Đạo, Q7",phòng trọ,cho thuê,9.0,0,không có,tốt,500000.0
"144 Pasteur, Q9",văn phòng,cho thuê,205.0,14,đầy đủ,mới,227800000.0
"143 Âu Cơ, Q10",văn phòng,cho thuê,545.0,19,không có,cũ,687300000.0
"196 Nguyễn Văn Linh, Q6",phòng trọ,cho thuê,9.0,0,cơ bản,cũ,600000.0
"143 Lê Văn Duyệt, Q4",phòng trọ,cho thuê,14.0,0,cơ bản,tốt,2100000.0
"149 Châu Văn Liêm, Q8",phòng trọ,cho thuê,13.0,0,cơ bản,tốt,2100000.0
"35 Hàm Nghi, Q10",chung cư,bán,120.0,16,không có,tốt,3026600000.0
"181 Lý Tự Trọng, Q5",nhà nguyên căn,cho thuê,37.0,2,không có,tốt,5900000.0
"46 Võ Nguyên Giáp, Q4",chung cư,bán,75.0,16,cơ bản,mới,3247600000.0
"64 Dân Chủ, Q2",phòng trọ,cho thuê,13.0,0,không có,mới,2100000.0
"7 Châu Văn Liêm, Q3",phòng trọ,cho thuê,19.0,0,đầy đủ,mới,2900000.0
"167 Công xã Paris, Q3",văn phòng,cho thuê,345.0,1,đầy đủ,mới,722900000.0
"105 Hải Thượng Lãn Ông, Q4",phòng trọ,cho thuê,20.0,0,không có,tốt,2800000.0
"62 Võ Nguyên Giáp, Q10",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,3100000.0
"71 Châu Văn Liêm, Q2",phòng trọ,cho thuê,16.0,0,đầy đủ,cũ,900000.0
"9 Võ Nguyên Giáp, Q3",phòng trọ,cho thuê,18.0,0,không có,mới,1300000.0
"173 Hải Thượng Lãn Ông, Q10",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,2400000.0
"115 Nguyễn Thị Minh Khai, Q7",văn phòng,cho thuê,345.0,10,không có,tốt,487200000.0
"132 Dân Chủ, Q9",chung cư,bán,75.0,17,cơ bản,mới,3548000000.0
"147 Châu Văn Liêm, Q9",phòng trọ,cho thuê,14.0,0,đầy đủ,mới,1400000.0
"84 Quách Thị Trang, Q4",phòng trọ,cho thuê,10.0,0,cơ bản,mới,1200000.0
"23 Đồng Khởi, Q9",phòng trọ,cho thuê,14.0,0,không có,tốt,1500000.0
"15 Bùi Viện, Q2",phòng trọ,cho thuê,15.0,0,cơ bản,cũ,2200000.0
"20 Châu Văn Liêm, Q3",chung cư,cho thuê,124.0,8,cơ bản,cũ,9600000.0
"92 Xô Viết Nghệ Tĩnh, Q6",phòng trọ,cho thuê,9.0,0,không có,tốt,900000.0
"57 Cách Mạng Tháng Tám, Q6",phòng trọ,cho thuê,16.0,0,cơ bản,mới,1400000.0
"133 Pasteur, Q2",phòng trọ,cho thuê,15.0,0,cơ bản,cũ,1300000.0
"200 Lạc Long Quân, Q5",nhà nguyên căn,cho thuê,41.0,2,không có,cũ,11200000.0
"124 Lý Tự Trọng, Q7",phòng trọ,cho thuê,15.0,0,không có,cũ,800000.0
"136 Tôn Đức Thắng, Q6",chung cư,bán,90.0,7,đầy đủ,mới,5581200000.0
"97 Châu Văn Liêm, Q8",phòng trọ,cho thuê,10.0,0,không có,cũ,900000.0
"110 Nam Kỳ Khởi Nghĩa, Q1",phòng trọ,cho thuê,11.0,0,đầy đủ,cũ,1200000.0
"89 Lý Thường Kiệt, Q4",phòng trọ,cho thuê,15.0,0,không có,tốt,1900000.0
"75 Âu Cơ, Q4",phòng trọ,cho thuê,20.0,0,đầy đủ,cũ,2900000.0
"193 Pasteur, Q9",nhà nguyên căn,cho thuê,45.0,4,cơ bản,mới,28800000.0
"105 Lý Thường Kiệt, Q6",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1300000.0
"149 Lê Duẩn, Q3",phòng trọ,cho thuê,13.0,0,không có,mới,1200000.0
"179 Lý Thường Kiệt, Q8",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,700000.0
"162 Nguyễn Trãi, Q3",phòng trọ,cho thuê,18.0,0,không có,tốt,3200000.0
"199 Trường Chinh, Q5",phòng trọ,cho thuê,9.0,0,không có,tốt,1500000.0
"21 Hải Thượng Lãn Ông, Q8",phòng trọ,cho thuê,15.0,0,cơ bản,mới,1500000.0
"93 Nam Kỳ Khởi Nghĩa, Q1",nhà nguyên căn,cho thuê,29.0,3,không có,mới,17200000.0
"94 Nguyễn Hữu Cảnh, Q1",phòng trọ,cho thuê,20.0,0,không có,tốt,3100000.0
"77 Nguyễn Hữu Cảnh, Q8",phòng trọ,cho thuê,14.0,0,cơ bản,mới,900000.0
"116 Võ Nguyên Giáp, Q9",phòng trọ,cho thuê,11.0,0,không có,tốt,800000.0
"145 Cách Mạng Tháng Tám, Q6",nhà nguyên căn,bán,30.0,5,đầy đủ,cũ,7567800000.0
"110 Võ Chí Công, Q8",chung cư,cho thuê,84.0,12,cơ bản,mới,8600000.0
"34 CMT8, Q3",phòng trọ,cho thuê,19.0,0,không có,mới,1900000.0
"14 Bùi Viện, Q10",phòng trọ,cho thuê,13.0,0,đầy đủ,tốt,2200000.0
"157 Nguyễn Văn Linh, Q3",phòng trọ,cho thuê,11.0,0,không có,mới,1400000.0
"130 Mê Linh, Q1",chung cư,cho thuê,70.0,20,không có,mới,9400000.0
"36 Tôn Đức Thắng, Q5",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,2000000.0
"71 Trường Chinh, Q3",phòng trọ,cho thuê,10.0,0,không có,cũ,900000.0
"39 Công xã Paris, Q3",phòng trọ,cho thuê,18.0,0,đầy đủ,cũ,2000000.0
"62 Nguyễn Văn Linh, Q3",văn phòng,cho thuê,410.0,11,cơ bản,cũ,265900000.0
"83 Phạm Văn Đồng, Q1",phòng trọ,cho thuê,11.0,0,cơ bản,mới,1800000.0
"142 Châu Văn Liêm, Q2",phòng trọ,cho thuê,19.0,0,cơ bản,cũ,2800000.0
"61 Đồng Khởi, Q8",phòng trọ,cho thuê,9.0,0,đầy đủ,mới,700000.0
"102 Âu Cơ, Q7",nhà nguyên căn,bán,40.0,1,đầy đủ,tốt,1934600000.0
"185 Tôn Đức Thắng, Q4",nhà nguyên căn,bán,43.0,2,không có,cũ,3395400000.0
"10 Xô Viết Nghệ Tĩnh, Q10",phòng trọ,cho thuê,13.0,0,không có,tốt,2100000.0
"64 Lê Duẩn, Q7",nhà nguyên căn,cho thuê,29.0,1,đầy đủ,mới,2600000.0
"92 Tôn Đức Thắng, Q2",nhà nguyên căn,cho thuê,41.0,3,không có,cũ,6300000.0
"83 CMT8, Q6",nhà nguyên căn,cho thuê,34.0,2,đầy đủ,tốt,6900000.0
"190 Phạm Văn Đồng, Q9",văn phòng,cho thuê,450.0,4,cơ bản,tốt,383300000.0
"178 Quốc tế, Q5",chung cư,bán,84.0,12,đầy đủ,mới,6624100000.0
"145 Phạm Ngũ Lão, Q3",văn phòng,cho thuê,510.0,2,đầy đủ,mới,1563100000.0
"137 Lê Duẩn, Q4",chung cư,cho thuê,90.0,3,đầy đủ,mới,11500000.0
"187 Hàm Nghi, Q4",chung cư,bán,124.0,1,cơ bản,mới,3565400000.0
"167 Lê Văn Duyệt, Q1",phòng trọ,cho thuê,10.0,0,không có,tốt,1700000.0
"141 Tôn Đức Thắng, Q5",nhà nguyên căn,cho thuê,31.0,3,đầy đủ,mới,21700000.0
"75 Lê Duẩn, Q8",nhà nguyên căn,cho thuê,41.0,3,không có,cũ,7900000.0
"33 Dân Chủ, Q8",phòng trọ,cho thuê,14.0,0,không có,cũ,1100000.0
"129 Phạm Văn Đồng, Q6",nhà nguyên căn,bán,45.0,5,cơ bản,tốt,11622700000.0
"166 Nguyễn Huệ, Q2",chung cư,bán,120.0,18,đầy đủ,tốt,7328700000.0
"151 Võ Nguyên Giáp, Q2",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,2400000.0
"19 Tôn Đức Thắng, Q5",phòng trọ,cho thuê,14.0,0,không có,mới,2100000.0
"11 Lý Thường Kiệt, Q5",nhà nguyên căn,cho thuê,33.0,4,cơ bản,mới,9600000.0
"71 Lý Thường Kiệt, Q6",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,3100000.0
"68 Nguyễn Huệ, Q7",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1400000.0
"34 Bùi Viện, Q4",phòng trọ,cho thuê,15.0,0,cơ bản,tốt,1600000.0
"108 Tôn Đức Thắng, Q10",phòng trọ,cho thuê,12.0,0,đầy đủ,mới,1200000.0
"143 Mai Chí Thọ, Q1",phòng trọ,cho thuê,20.0,0,không có,mới,2600000.0
"117 Rừng Sác, Q6",phòng trọ,cho thuê,15.0,0,cơ bản,tốt,1400000.0
"33 Bùi Viện, Q6",văn phòng,cho thuê,320.0,5,cơ bản,cũ,536400000.0
"23 Nguyễn Thị Minh Khai, Q3",phòng trọ,cho thuê,11.0,0,không có,mới,2200000.0
"75 Tôn Đức Thắng, Q2",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,1500000.0
"121 Phạm Ngũ Lão, Q10",văn phòng,cho thuê,230.0,17,không có,tốt,126100000.0
"113 Lê Văn Duyệt, Q2",phòng trọ,cho thuê,14.0,0,cơ bản,tốt,1100000.0
"60 Lạc Long Quân, Q4",chung cư,bán,120.0,16,đầy đủ,cũ,9151600000.0
"93 Nguyễn Trãi, Q3",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,1600000.0
"73 Võ Chí Công, Q5",nhà nguyên căn,cho thuê,43.0,1,cơ bản,tốt,4800000.0
"124 Tôn Đức Thắng, Q5",nhà nguyên căn,bán,27.0,2,không có,mới,4709000000.0
"146 Rừng Sác, Q10",phòng trọ,cho thuê,15.0,0,không có,mới,2200000.0
"41 Lý Thường Kiệt, Q8",chung cư,bán,124.0,5,không có,cũ,9045600000.0
"103 Quách Thị Trang, Q4",phòng trọ,cho thuê,9.0,0,đầy đủ,cũ,800000.0
"176 Lý Thường Kiệt, Q6",phòng trọ,cho thuê,18.0,0,cơ bản,tốt,2300000.0
"129 Võ Nguyên Giáp, Q1",phòng trọ,cho thuê,18.0,0,cơ bản,tốt,3000000.0
"93 Mai Chí Thọ, Q6",phòng trọ,cho thuê,14.0,0,không có,cũ,800000.0
"192 Xô Viết Nghệ Tĩnh, Q5",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,2900000.0
"127 Quốc tế, Q10",nhà nguyên căn,cho thuê,35.0,2,cơ bản,cũ,12400000.0
"4 Nguyễn Văn Linh, Q9",phòng trọ,cho thuê,12.0,0,cơ bản,mới,2200000.0
"178 Nguyễn Hữu Cảnh, Q5",nhà nguyên căn,cho thuê,43.0,1,không có,mới,7300000.0
"111 CMT8, Q5",phòng trọ,cho thuê,12.0,0,không có,mới,1800000.0
"59 Dân Chủ, Q9",nhà nguyên căn,cho thuê,40.0,1,cơ bản,mới,4400000.0
"49 Phạm Văn Đồng, Q1",phòng trọ,cho thuê,10.0,0,đầy đủ,cũ,1600000.0
"41 Trần Hưng Đạo, Q5",nhà nguyên căn,cho thuê,28.0,1,không có,cũ,3200000.0
"178 Võ Chí Công, Q5",phòng trọ,cho thuê,9.0,0,cơ bản,tốt,1100000.0
"51 Lý Thường Kiệt, Q8",phòng trọ,cho thuê,20.0,0,không có,tốt,2500000.0
"68 Pasteur, Q10",chung cư,bán,90.0,3,đầy đủ,mới,8188400000.0
"157 Lạc Long Quân, Q6",phòng trọ,cho thuê,20.0,0,cơ bản,cũ,1300000.0
"193 Hàm Nghi, Q3",phòng trọ,cho thuê,14.0,0,cơ bản,cũ,2300000.0
"130 Mê Linh, Q10",phòng trọ,cho thuê,19.0,0,không có,cũ,1300000.0
"120 Công xã Paris, Q7",phòng trọ,cho thuê,13.0,0,cơ bản,mới,2100000.0
"167 Lê Lợi, Q9",phòng trọ,cho thuê,12.0,0,cơ bản,mới,2000000.0
"59 Lý Thường Kiệt, Q7",phòng trọ,cho thuê,15.0,0,đầy đủ,tốt,1300000.0
"148 Võ Chí Công, Q5",chung cư,bán,124.0,10,đầy đủ,tốt,4290300000.0
"140 Quốc tế, Q1",phòng trọ,cho thuê,13.0,0,cơ bản,mới,2200000.0
"119 Nguyễn Thị Minh Khai, Q5",nhà nguyên căn,cho thuê,38.0,5,đầy đủ,mới,39900000.0
"153 Cách Mạng Tháng Tám, Q1",nhà nguyên căn,bán,33.0,4,không có,mới,11168000000.0
"185 Phạm Văn Đồng, Q4",phòng trọ,cho thuê,19.0,0,cơ bản,cũ,2600000.0
"132 Đồng Khởi, Q8",phòng trọ,cho thuê,11.0,0,đầy đủ,tốt,1800000.0
"175 Xô Viết Nghệ Tĩnh, Q5",nhà nguyên căn,cho thuê,39.0,4,đầy đủ,cũ,19500000.0
"126 Dân Chủ, Q3",phòng trọ,cho thuê,15.0,0,không có,mới,2100000.0
"9 Bùi Viện, Q9",nhà nguyên căn,cho thuê,43.0,3,đầy đủ,cũ,13400000.0
"12 CMT8, Q2",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,1700000.0
"161 Võ Chí Công, Q5",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,4800000.0
"156 Lê Văn Duyệt, Q9",phòng trọ,cho thuê,12.0,0,cơ bản,tốt,1500000.0
"200 Xô Viết Nghệ Tĩnh, Q6",phòng trọ,cho thuê,16.0,0,cơ bản,mới,1400000.0
"47 Võ Nguyên Giáp, Q10",phòng trọ,cho thuê,20.0,0,đầy đủ,cũ,3100000.0
"17 Lam Sơn, Q5",phòng trọ,cho thuê,16.0,0,không có,tốt,1000000.0
"172 Quách Thị Trang, Q7",phòng trọ,cho thuê,13.0,0,không có,cũ,1300000.0
"15 Lam Sơn, Q10",chung cư,bán,90.0,19,đầy đủ,mới,4493500000.0
"47 Lê Lợi, Q9",chung cư,bán,124.0,5,không có,tốt,6768800000.0
"53 Nguyễn Trãi, Q4",phòng trọ,cho thuê,14.0,0,không có,cũ,1600000.0
"189 Mê Linh, Q3",phòng trọ,cho thuê,18.0,0,đầy đủ,mới,3100000.0
"144 Lê Duẩn, Q7",chung cư,cho thuê,120.0,15,cơ bản,tốt,18400000.0
"143 Trường Chinh, Q10",phòng trọ,cho thuê,16.0,0,đầy đủ,cũ,2700000.0
"58 Quách Thị Trang, Q3",chung cư,cho thuê,65.0,5,đầy đủ,cũ,5600000.0
"97 Châu Văn Liêm, Q3",phòng trọ,cho thuê,15.0,0,không có,tốt,2100000.0
"33 Âu Cơ, Q5",phòng trọ,cho thuê,17.0,0,cơ bản,tốt,2200000.0
"194 Châu Văn Liêm, Q10",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1700000.0
"145 Lạc Long Quân, Q7",phòng trọ,cho thuê,13.0,0,đầy đủ,cũ,1100000.0
"35 Hai Bà Trưng, Q1",văn phòng,bán,415.0,9,không có,cũ,19584900000.0
"4 Phạm Văn Đồng, Q4",phòng trọ,cho thuê,17.0,0,đầy đủ,cũ,2200000.0
"174 Phạm Văn Đồng, Q7",chung cư,bán,70.0,20,đầy đủ,tốt,2737300000.0
"161 Châu Văn Liêm, Q2",phòng trọ,cho thuê,16.0,0,không có,tốt,2000000.0
"122 Công xã Paris, Q2",phòng trọ,cho thuê,19.0,0,không có,cũ,2500000.0
"120 Lý Tự Trọng, Q8",phòng trọ,cho thuê,13.0,0,không có,cũ,1900000.0
"102 CMT8, Q6",phòng trọ,cho thuê,18.0,0,cơ bản,mới,3200000.0
"64 Mai Chí Thọ, Q7",nhà nguyên căn,bán,30.0,2,không có,mới,4431000000.0
"130 Hùng Vương, Q6",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,3400000.0
"89 Hải Thượng Lãn Ông, Q3",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,2900000.0
"198 Hai Bà Trưng, Q4",nhà nguyên căn,bán,39.0,1,cơ bản,cũ,2072300000.0
"48 Châu Văn Liêm, Q7",phòng trọ,cho thuê,17.0,0,không có,tốt,1700000.0
"29 Nguyễn Huệ, Q9",nhà nguyên căn,cho thuê,35.0,2,không có,tốt,4500000.0
"58 Dân Chủ, Q5",nhà nguyên căn,cho thuê,28.0,1,đầy đủ,mới,4900000.0
"62 Phạm Ngũ Lão, Q7",phòng trọ,cho thuê,13.0,0,đầy đủ,cũ,2100000.0
"197 Lũy Bán Bích, Q5",nhà nguyên căn,bán,33.0,4,không có,cũ,8645500000.0
"36 Lê Văn Duyệt, Q7",phòng trọ,cho thuê,18.0,0,không có,cũ,1800000.0
"47 Võ Chí Công, Q6",phòng trọ,cho thuê,13.0,0,đầy đủ,tốt,1900000.0
